country	gdpPercap
Ecuador	5773.044512
Ecuador	6873.262326
Egypt	1418.822445
Egypt	1458.915272
Egypt	1693.335853
Egypt	1814.880728
Egypt	2024.008147
Egypt	2785.493582
Egypt	3503.729636
Egypt	3885.46071
Egypt	3794.755195
Egypt	4173.181797
Egypt	4754.604414
Egypt	5581.180998
El Salvador	3048.3029
El Salvador	3421.523218
El Salvador	3776.803627
El Salvador	4358.595393
El Salvador	4520.246008
El Salvador	5138.922374
El Salvador	4098.344175
El Salvador	4140.442097
El Salvador	4444.2317
El Salvador	5154.825496
El Salvador	5351.568666
El Salvador	5728.353514
Equatorial Guinea	375.6431231
Equatorial Guinea	426.0964081
Equatorial Guinea	582.8419714
Equatorial Guinea	915.5960025
Equatorial Guinea	672.4122571
Equatorial Guinea	958.5668124
Equatorial Guinea	927.8253427
Equatorial Guinea	966.8968149
Equatorial Guinea	1132.055034
Equatorial Guinea	2814.480755
Equatorial Guinea	7703.4959
Equatorial Guinea	12154.08975
Eritrea	328.9405571
Eritrea	344.1618859
Eritrea	380.9958433
Eritrea	468.7949699
Eritrea	514.3242082
Eritrea	505.7538077
Eritrea	524.8758493
Eritrea	521.1341333
Eritrea	582.8585102
Eritrea	913.47079
Eritrea	765.3500015
Eritrea	641.3695236
Ethiopia	362.1462796
Ethiopia	378.9041632
Ethiopia	419.4564161
Ethiopia	516.1186438
Ethiopia	566.2439442
Ethiopia	556.8083834
Ethiopia	577.8607471
Ethiopia	573.7413142
Ethiopia	421.3534653
Ethiopia	515.8894013
Ethiopia	530.0535319
Ethiopia	690.8055759
Finland	6424.519071
Finland	7545.415386
Finland	9371.842561
Finland	10921.63626
Finland	14358.8759
Finland	15605.42283
Finland	18533.15761
Finland	21141.01223
Finland	20647.16499
Finland	23723.9502
Finland	28204.59057
Finland	33207.0844
France	7029.809327
France	8662.834898
France	10560.48553
France	12999.91766
France	16107.19171
France	18292.63514
France	20293.89746
France	22066.44214
France	24703.79615
France	25889.78487
France	28926.03234
France	30470.0167
Gabon	4293.476475
Gabon	4976.198099
Gabon	6631.459222
Gabon	8358.761987
Gabon	11401.94841
Gabon	21745.57328
Gabon	15113.36194
Gabon	11864.40844
Gabon	13522.15752
Gabon	14722.84188
Gabon	12521.71392
Gabon	13206.48452
Gambia	485.2306591
Gambia	520.9267111
Gambia	599.650276
Gambia	734.7829124
Gambia	756.0868363
Gambia	884.7552507
Gambia	835.8096108
Gambia	611.6588611
Gambia	665.6244126
Gambia	653.7301704
Gambia	660.5855997
Gambia	752.7497265
Germany	7144.114393
Germany	10187.82665
Germany	12902.46291
Germany	14745.62561
Germany	18016.18027
Germany	20512.92123
Germany	22031.53274
Germany	24639.18566
Germany	26505.30317
Germany	27788.88416
Germany	30035.80198
Germany	32170.37442
Ghana	911.2989371
Ghana	1043.561537
Ghana	1190.041118
Ghana	1125.69716
Ghana	1178.223708
Ghana	993.2239571
Ghana	876.032569
Ghana	847.0061135
Ghana	925.060154
Ghana	1005.245812
Ghana	1111.984578
Ghana	1327.60891
Greece	3530.690067
Greece	4916.299889
Greece	6017.190733
Greece	8513.097016
Greece	12724.82957
Greece	14195.52428
Greece	15268.42089
Greece	16120.52839
Greece	17541.49634
Greece	18747.69814
Greece	22514.2548
Greece	27538.41188
Guatemala	2428.237769
Guatemala	2617.155967
Guatemala	2750.364446
Guatemala	3242.531147
Guatemala	4031.408271
Guatemala	4879.992748
Guatemala	4820.49479
Guatemala	4246.485974
Guatemala	4439.45084
Guatemala	4684.313807
Guatemala	4858.347495
Guatemala	5186.050003
Guinea	510.1964923
Guinea	576.2670245
Guinea	686.3736739
Guinea	708.7595409
Guinea	741.6662307
Guinea	874.6858643
Guinea	857.2503577
Guinea	805.5724718
Guinea	794.3484384
Guinea	869.4497668
Guinea	945.5835837
Guinea	942.6542111
Guinea-Bissau	299.850319
Guinea-Bissau	431.7904566
Guinea-Bissau	522.0343725
Guinea-Bissau	715.5806402
Guinea-Bissau	820.2245876
Guinea-Bissau	764.7259628
Guinea-Bissau	838.1239671
Guinea-Bissau	736.4153921
Guinea-Bissau	745.5398706
Guinea-Bissau	796.6644681
Guinea-Bissau	575.7047176
Guinea-Bissau	579.231743
Haiti	1840.366939
Haiti	1726.887882
Haiti	1796.589032
Haiti	1452.057666
Haiti	1654.456946
Haiti	1874.298931
Haiti	2011.159549
Haiti	1823.015995
Haiti	1456.309517
Haiti	1341.726931
Haiti	1270.364932
Haiti	1201.637154
Honduras	2194.926204
Honduras	2220.487682
Honduras	2291.156835
Honduras	2538.269358
Honduras	2529.842345
Honduras	3203.208066
Honduras	3121.760794
Honduras	3023.096699
Honduras	3081.694603
Honduras	3160.454906
Honduras	3099.72866
Honduras	3548.330846
Hong Kong, China	3054.421209
Hong Kong, China	3629.076457
Hong Kong, China	4692.648272
Hong Kong, China	6197.962814
Hong Kong, China	8315.928145
Hong Kong, China	11186.14125
Hong Kong, China	14560.53051
Hong Kong, China	20038.47269
Hong Kong, China	24757.60301
Hong Kong, China	28377.63219
Hong Kong, China	30209.01516
Hong Kong, China	39724.97867
Hungary	5263.673816
Hungary	6040.180011
Hungary	7550.359877
Hungary	9326.64467
Hungary	10168.65611
Hungary	11674.83737
Hungary	12545.99066
Hungary	12986.47998
Hungary	10535.62855
Hungary	11712.7768
Hungary	14843.93556
Hungary	18008.94444
Iceland	7267.688428
Iceland	9244.001412
Iceland	10350.15906
Iceland	13319.89568
Iceland	15798.06362
Iceland	19654.96247
Iceland	23269.6075
Iceland	26923.20628
Iceland	25144.39201
Iceland	28061.09966
Iceland	31163.20196
Iceland	36180.78919
India	546.5657493
India	590.061996
India	658.3471509
India	700.7706107
India	724.032527
India	813.337323
India	855.7235377
India	976.5126756
India	1164.406809
India	1458.817442
India	1746.769454
India	2452.210407
Indonesia	749.6816546
Indonesia	858.9002707
Indonesia	849.2897701
Indonesia	762.4317721
Indonesia	1111.107907
Indonesia	1382.702056
Indonesia	1516.872988
Indonesia	1748.356961
Indonesia	2383.140898
Indonesia	3119.335603
Indonesia	2873.91287
Indonesia	3540.651564
Iran	3035.326002
Iran	3290.257643
Iran	4187.329802
Iran	5906.731805
Iran	9613.818607
Iran	11888.59508
Iran	7608.334602
Iran	6642.881371
Iran	7235.653188
Iran	8263.590301
Iran	9240.761975
Iran	11605.71449
Iraq	4129.766056
Iraq	6229.333562
Iraq	8341.737815
Iraq	8931.459811
Iraq	9576.037596
Iraq	14688.23507
Iraq	14517.90711
Iraq	11643.57268
Iraq	3745.640687
Iraq	3076.239795
Iraq	4390.717312
Iraq	4471.061906
Ireland	5210.280328
Ireland	5599.077872
Ireland	6631.597314
Ireland	7655.568963
Ireland	9530.772896
Ireland	11150.98113
Ireland	12618.32141
Ireland	13872.86652
Ireland	17558.81555
Ireland	24521.94713
Ireland	34077.04939
Ireland	40675.99635
Israel	4086.522128
Israel	5385.278451
Israel	7105.630706
Israel	8393.741404
Israel	12786.93223
Israel	13306.61921
Israel	15367.0292
Israel	17122.47986
Israel	18051.52254
Israel	20896.60924
Israel	21905.59514
Israel	25523.2771
Italy	4931.404155
Italy	6248.656232
Italy	8243.58234
Italy	10022.40131
Italy	12269.27378
Italy	14255.98475
Italy	16537.4835
Italy	19207.23482
Italy	22013.64486
Italy	24675.02446
Italy	27968.09817
Italy	28569.7197
Jamaica	2898.530881
Jamaica	4756.525781
Jamaica	5246.107524
Jamaica	6124.703451
Jamaica	7433.889293
Jamaica	6650.195573
Jamaica	6068.05135
Jamaica	6351.237495
Jamaica	7404.923685
Jamaica	7121.924704
Jamaica	6994.774861
Jamaica	7320.880262
Japan	3216.956347
Japan	4317.694365
Japan	6576.649461
Japan	9847.788607
Japan	14778.78636
Japan	16610.37701
Japan	19384.10571
Japan	22375.94189
Japan	26824.89511
Japan	28816.58499
Japan	28604.5919
Japan	31656.06806
Jordan	1546.907807
Jordan	1886.080591
Jordan	2348.009158
Jordan	2741.796252
Jordan	2110.856309
Jordan	2852.351568
Jordan	4161.415959
Jordan	4448.679912
Jordan	3431.593647
Jordan	3645.379572
Jordan	3844.917194
Jordan	4519.461171
Kenya	853.540919
Kenya	944.4383152
Kenya	896.9663732
Kenya	1056.736457
Kenya	1222.359968
Kenya	1267.613204
Kenya	1348.225791
Kenya	1361.936856
Kenya	1341.921721
Kenya	1360.485021
Kenya	1287.514732
Kenya	1463.249282
Korea, Dem. Rep.	1088.277758
Korea, Dem. Rep.	1571.134655
Korea, Dem. Rep.	1621.693598
Korea, Dem. Rep.	2143.540609
Korea, Dem. Rep.	3701.621503
Korea, Dem. Rep.	4106.301249
Korea, Dem. Rep.	4106.525293
Korea, Dem. Rep.	4106.492315
Korea, Dem. Rep.	3726.063507
Korea, Dem. Rep.	1690.756814
Korea, Dem. Rep.	1646.758151
Korea, Dem. Rep.	1593.06548
Korea, Rep.	1030.592226
Korea, Rep.	1487.593537
Korea, Rep.	1536.344387
Korea, Rep.	2029.228142
Korea, Rep.	3030.87665
Korea, Rep.	4657.22102
Korea, Rep.	5622.942464
Korea, Rep.	8533.088805
Korea, Rep.	12104.27872
Korea, Rep.	15993.52796
Korea, Rep.	19233.98818
Korea, Rep.	23348.13973
Kuwait	108382.3529
Kuwait	113523.1329
Kuwait	95458.11176
Kuwait	80894.88326
Kuwait	109347.867
Kuwait	59265.47714
Kuwait	31354.03573
Kuwait	28118.42998
Kuwait	34932.91959
Kuwait	40300.61996
Kuwait	35110.10566
Kuwait	47306.98978
Lebanon	4834.804067
Lebanon	6089.786934
Lebanon	5714.560611
Lebanon	6006.983042
Lebanon	7486.384341
Lebanon	8659.696836
Lebanon	7640.519521
Lebanon	5377.091329
Lebanon	6890.806854
Lebanon	8754.96385
Lebanon	9313.93883
Lebanon	10461.05868
Lesotho	298.8462121
Lesotho	335.9971151
Lesotho	411.8006266
Lesotho	498.6390265
Lesotho	496.5815922
Lesotho	745.3695408
Lesotho	797.2631074
Lesotho	773.9932141
Lesotho	977.4862725
Lesotho	1186.147994
Lesotho	1275.184575
Lesotho	1569.331442
Liberia	575.5729961
Liberia	620.9699901
Liberia	634.1951625
Liberia	713.6036483
Liberia	803.0054535
Liberia	640.3224383
Liberia	572.1995694
Liberia	506.1138573
Liberia	636.6229191
Liberia	609.1739508
Liberia	531.4823679
Liberia	414.5073415
Libya	2387.54806
Libya	3448.284395
Libya	6757.030816
Libya	18772.75169
Libya	21011.49721
Libya	21951.21176
Libya	17364.27538
Libya	11770.5898
Libya	9640.138501
Libya	9467.446056
Libya	9534.677467
Libya	12057.49928
Madagascar	1443.011715
Madagascar	1589.20275
Madagascar	1643.38711
Madagascar	1634.047282
Madagascar	1748.562982
Madagascar	1544.228586
Madagascar	1302.878658
Madagascar	1155.441948
Madagascar	1040.67619
Madagascar	986.2958956
Madagascar	894.6370822
Madagascar	1044.770126
Malawi	369.1650802
Malawi	416.3698064
Malawi	427.9010856
Malawi	495.5147806
Malawi	584.6219709
Malawi	663.2236766
Malawi	632.8039209
Malawi	635.5173634
Malawi	563.2000145
Malawi	692.2758103
Malawi	665.4231186
Malawi	759.3499101
Malaysia	1831.132894
Malaysia	1810.066992
Malaysia	2036.884944
Malaysia	2277.742396
Malaysia	2849.09478
Malaysia	3827.921571
Malaysia	4920.355951
Malaysia	5249.802653
Malaysia	7277.912802
Malaysia	10132.90964
Malaysia	10206.97794
Malaysia	12451.6558
Mali	452.3369807
Mali	490.3821867
Mali	496.1743428
Mali	545.0098873
Mali	581.3688761
Mali	686.3952693
Mali	618.0140641
Mali	684.1715576
Mali	739.014375
Mali	790.2579846
Mali	951.4097518
Mali	1042.581557
Mauritania	743.1159097
Mauritania	846.1202613
Mauritania	1055.896036
Mauritania	1421.145193
Mauritania	1586.851781
Mauritania	1497.492223
Mauritania	1481.150189
Mauritania	1421.603576
Mauritania	1361.369784
Mauritania	1483.136136
Mauritania	1579.019543
Mauritania	1803.151496
Mauritius	1967.955707
Mauritius	2034.037981
Mauritius	2529.067487
Mauritius	2475.387562
Mauritius	2575.484158
Mauritius	3710.982963
Mauritius	3688.037739
Mauritius	4783.586903
Mauritius	6058.253846
Mauritius	7425.705295
Mauritius	9021.815894
Mauritius	10956.99112
Mexico	3478.125529
Mexico	4131.546641
Mexico	4581.609385
Mexico	5754.733883
Mexico	6809.40669
Mexico	7674.929108
Mexico	9611.147541
Mexico	8688.156003
Mexico	9472.384295
Mexico	9767.29753
Mexico	10742.44053
Mexico	11977.57496
Mongolia	786.5668575
Mongolia	912.6626085
Mongolia	1056.353958
Mongolia	1226.04113
Mongolia	1421.741975
Mongolia	1647.511665
Mongolia	2000.603139
Mongolia	2338.008304
Mongolia	1785.402016
Mongolia	1902.2521
Mongolia	2140.739323
Mongolia	3095.772271
Montenegro	2647.585601
Montenegro	3682.259903
Montenegro	4649.593785
Montenegro	5907.850937
Montenegro	7778.414017
Montenegro	9595.929905
Montenegro	11222.58762
Montenegro	11732.51017
Montenegro	7003.339037
Montenegro	6465.613349
Montenegro	6557.194282
Montenegro	9253.896111
Morocco	1688.20357
Morocco	1642.002314
Morocco	1566.353493
Morocco	1711.04477
Morocco	1930.194975
Morocco	2370.619976
Morocco	2702.620356
Morocco	2755.046991
Morocco	2948.047252
Morocco	2982.101858
Morocco	3258.495584
Morocco	3820.17523
Mozambique	468.5260381
Mozambique	495.5868333
Mozambique	556.6863539
Mozambique	566.6691539
Mozambique	724.9178037
Mozambique	502.3197334
Mozambique	462.2114149
Mozambique	389.8761846
Mozambique	410.8968239
Mozambique	472.3460771
Mozambique	633.6179466
Mozambique	823.6856205
Myanmar	331
Myanmar	350
Myanmar	388
Myanmar	349
Myanmar	357
Myanmar	371
Myanmar	424
Myanmar	385
Myanmar	347
Myanmar	415
Myanmar	611
Myanmar	944
Namibia	2423.780443
Namibia	2621.448058
Namibia	3173.215595
Namibia	3793.694753
Namibia	3746.080948
Namibia	3876.485958
Namibia	4191.100511
Namibia	3693.731337
Namibia	3804.537999
Namibia	3899.52426
Namibia	4072.324751
Namibia	4811.060429
Nepal	545.8657229
Nepal	597.9363558
Nepal	652.3968593
Nepal	676.4422254
Nepal	674.7881296
Nepal	694.1124398
Nepal	718.3730947
Nepal	775.6324501
Nepal	897.7403604
Nepal	1010.892138
Nepal	1057.206311
Nepal	1091.359778
Netherlands	8941.571858
Netherlands	11276.19344
Netherlands	12790.84956
Netherlands	15363.25136
Netherlands	18794.74567
Netherlands	21209.0592
Netherlands	21399.46046
Netherlands	23651.32361
Netherlands	26790.94961
Netherlands	30246.13063
Netherlands	33724.75778
Netherlands	36797.93332
New Zealand	10556.57566
New Zealand	12247.39532
New Zealand	13175.678
New Zealand	14463.91893
New Zealand	16046.03728
New Zealand	16233.7177
New Zealand	17632.4104
New Zealand	19007.19129
New Zealand	18363.32494
New Zealand	21050.41377
New Zealand	23189.80135
New Zealand	25185.00911
Nicaragua	3112.363948
Nicaragua	3457.415947
Nicaragua	3634.364406
Nicaragua	4643.393534
Nicaragua	4688.593267
Nicaragua	5486.371089
Nicaragua	3470.338156
Nicaragua	2955.984375
Nicaragua	2170.151724
Nicaragua	2253.023004
Nicaragua	2474.548819
Nicaragua	2749.320965
Niger	761.879376
Niger	835.5234025
Niger	997.7661127
Niger	1054.384891
Niger	954.2092363
Niger	808.8970728
Niger	909.7221354
Niger	668.3000228
Niger	581.182725
Niger	580.3052092
Niger	601.0745012
Niger	619.6768924
Nigeria	1077.281856
Nigeria	1100.592563
Nigeria	1150.927478
Nigeria	1014.514104
Nigeria	1698.388838
Nigeria	1981.951806
Nigeria	1576.97375
Nigeria	1385.029563
Nigeria	1619.848217
Nigeria	1624.941275
Nigeria	1615.286395
Nigeria	2013.977305
Norway	10095.42172
Norway	11653.97304
Norway	13450.40151
Norway	16361.87647
Norway	18965.05551
Norway	23311.34939
Norway	26298.63531
Norway	31540.9748
Norway	33965.66115
Norway	41283.16433
Norway	44683.97525
Norway	49357.19017
Oman	1828.230307
Oman	2242.746551
Oman	2924.638113
Oman	4720.942687
Oman	10618.03855
Oman	11848.34392
Oman	12954.79101
Oman	18115.22313
Oman	18616.70691
Oman	19702.05581
Oman	19774.83687
Oman	22316.19287
Pakistan	684.5971438
Pakistan	747.0835292
Pakistan	803.3427418
Pakistan	942.4082588
Pakistan	1049.938981
Pakistan	1175.921193
Pakistan	1443.429832
Pakistan	1704.686583
Pakistan	1971.829464
Pakistan	2049.350521
Pakistan	2092.712441
Pakistan	2605.94758
Panama	2480.380334
Panama	2961.800905
Panama	3536.540301
Panama	4421.009084
Panama	5364.249663
Panama	5351.912144
Panama	7009.601598
Panama	7034.779161
Panama	6618.74305
Panama	7113.692252
Panama	7356.031934
Panama	9809.185636
Paraguay	1952.308701
Paraguay	2046.154706
Paraguay	2148.027146
Paraguay	2299.376311
Paraguay	2523.337977
Paraguay	3248.373311
Paraguay	4258.503604
Paraguay	3998.875695
Paraguay	4196.411078
Paraguay	4247.400261
Paraguay	3783.674243
Paraguay	4172.838464
